Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TotalWorkingYears,PerformanceRating,Education,MaritalStatus,BusinessTravel,Attrition
34,Human Resources,Manager,6879,6,5,17,2,1,Yes,3,14,3,College,Single,Travel_Frequently,No
58,Sales,Sales Representative,3932,20,8,7,3,4,No,1,38,4,College,Married,Travel_Frequently,No
47,Human Resources,Human Resources,3335,14,4,12,2,2,Yes,2,26,3,Bachelor,Single,Travel_Frequently,Yes
34,Sales,Sales Executive,4555,3,0,11,3,2,Yes,4,14,3,Master,Married,Travel_Rarely,Yes
46,Sales,Sales Executive,4081,13,8,9,3,3,Yes,2,27,4,Doctor,Married,Travel_Rarely,No
39,Sales,Manager,8300,11,9,9,4,4,No,1,20,4,Master,Married,Travel_Frequently,No
58,Human Resources,Human Resources,3204,19,5,17,2,2,Yes,2,37,3,Bachelor,Married,Travel_Frequently,Yes
56,Human Resources,Human Resources,4944,18,1,5,4,4,No,1,35,4,Bachelor,Single,Travel_Rarely,No
38,Human Resources,Manager,9294,10,0,1,4,4,No,2,18,4,Bachelor,Married,Travel_Rarely,No
31,Research & Development,Research Scientist,5089,3,2,15,2,2,Yes,2,9,3,Master,Single,Travel_Frequently,No
31,Sales,Sales Representative,3213,6,3,13,4,4,No,2,11,3,College,Single,Travel_Frequently,No
49,Research & Development,Research Scientist,4592,15,8,13,3,2,Yes,3,28,3,Doctor,Married,Travel_Frequently,No
53,Sales,Sales Representative,3142,17,6,10,3,3,No,1,34,4,Master,Married,Travel_Frequently,No
45,Sales,Manager,8347,15,2,6,4,4,No,1,25,4,Bachelor,Single,Travel_Rarely,No
55,Sales,Manager,5415,17,11,17,2,2,Yes,3,34,3,Bachelor,Married,Travel_Frequently,No
27,Human Resources,Human Resources,4981,4,3,9,4,3,No,1,9,3,Master,Married,Travel_Frequently,No
60,Sales,Manager,7779,21,9,3,4,3,No,1,40,3,Bachelor,Married,Travel_Frequently,No
37,Sales,Sales Representative,3861,8,7,13,4,4,No,2,16,4,Master,Married,Non-Travel,No
48,Research & Development,Research Director,9162,12,10,4,4,4,No,1,26,4,College,Married,Travel_Rarely,No
53,Human Resources,Manager,9201,20,5,6,4,4,No,1,34,4,College,Married,Travel_Rarely,No
27,Research & Development,Research Director,6532,5,5,22,2,2,Yes,4,6,3,Bachelor,Single,Travel_Frequently,Yes
49,Human Resources,Human Resources,4556,19,6,6,3,2,Yes,1,31,4,Below College,Married,Non-Travel,No
33,Research & Development,Laboratory Technician,4590,9,5,6,4,4,No,1,12,3,Bachelor,Married,Non-Travel,No
41,Research & Development,Manufacturing Director,9785,11,2,11,3,3,No,2,22,3,Bachelor,Married,Non-Travel,No
35,Sales,Sales Representative,3398,8,8,9,4,4,No,3,17,3,Bachelor,Single,Non-Travel,No
30,Sales,Sales Representative,3647,6,1,9,4,3,No,1,9,4,Bachelor,Married,Non-Travel,No
41,Sales,Sales Executive,4768,9,9,9,2,3,No,3,21,4,Bachelor,Single,Non-Travel,No
45,Human Resources,Human Resources,5333,16,14,4,4,4,No,2,27,3,Bachelor,Married,Travel_Rarely,No
37,Human Resources,Manager,7894,6,5,7,4,3,No,2,16,3,Master,Single,Travel_Rarely,No
46,Human Resources,Manager,7182,14,4,11,3,3,Yes,2,27,3,Bachelor,Single,Travel_Frequently,No
36,Human Resources,Human Resources,3092,4,1,15,1,2,Yes,3,15,3,Bachelor,Single,Travel_Frequently,Yes
59,Human Resources,Manager,7474,16,1,9,4,4,No,3,37,3,Doctor,Married,Travel_Rarely,No
39,Research & Development,Laboratory Technician,3555,7,3,12,4,3,No,3,17,4,College,Married,Travel_Frequently,No
51,Human Resources,Human Resources,4363,17,3,6,4,3,No,2,30,3,Master,Single,Travel_Rarely,No
48,Sales,Sales Representative,3480,13,8,9,3,2,No,4,26,3,Master,Married,Travel_Rarely,No
53,Research & Development,Laboratory Technician,3836,18,8,4,3,3,No,1,34,4,Bachelor,Single,Travel_Frequently,No
54,Sales,Sales Executive,4251,16,6,8,3,4,No,1,34,4,Bachelor,Married,Travel_Rarely,No
22,Human Resources,Manager,7393,1,1,6,4,4,No,2,2,3,Bachelor,Married,Travel_Rarely,No
60,Sales,Sales Representative,3327,21,13,11,3,3,No,2,38,4,Bachelor,Single,Travel_Rarely,No
48,Human Resources,Manager,8842,16,4,6,4,4,No,2,27,4,Master,Single,Travel_Rarely,No
44,Research & Development,Research Scientist,4861,12,10,10,3,2,Yes,4,22,3,Bachelor,Single,Travel_Frequently,Yes
43,Sales,Sales Executive,3816,9,8,8,3,3,No,1,24,4,Master,Married,Travel_Rarely,No
54,Research & Development,Research Director,8472,20,8,10,3,3,No,2,36,4,Master,Single,Travel_Rarely,No
43,Human Resources,Manager,6356,9,3,16,3,2,Yes,2,21,3,Bachelor,Married,Travel_Rarely,No
40,Research & Development,Manufacturing Director,8217,11,6,12,2,2,Yes,3,20,3,Master,Single,Travel_Frequently,Yes
47,Research & Development,Manufacturing Director,8121,12,0,16,3,3,Yes,2,26,3,College,Single,Travel_Frequently,Yes
47,Research & Development,Manufacturing Director,9926,15,6,8,3,3,Yes,3,29,4,College,Single,Travel_Frequently,No
26,Research & Development,Laboratory Technician,5260,6,0,1,4,4,No,1,7,4,Bachelor,Married,Travel_Rarely,No
40,Research & Development,Research Scientist,6804,11,6,2,4,4,No,2,22,4,Doctor,Married,Travel_Rarely,No
48,Sales,Sales Representative,3478,17,1,7,3,4,No,1,29,4,Bachelor,Married,Travel_Rarely,No
26,Human Resources,Human Resources,4253,1,1,9,3,3,Yes,3,4,3,Bachelor,Single,Travel_Rarely,No
42,Human Resources,Human Resources,4689,11,8,8,4,4,No,2,24,4,Master,Married,Travel_Frequently,No
48,Human Resources,Manager,7464,11,6,13,3,2,Yes,4,26,3,Bachelor,Single,Travel_Frequently,Yes
44,Human Resources,Human Resources,3055,12,4,20,2,2,Yes,2,24,3,College,Single,Travel_Frequently,Yes
25,Human Resources,Human Resources,4482,4,3,6,3,4,No,1,6,3,Bachelor,Single,Non-Travel,No
53,Research & Development,Manufacturing Director,10957,19,10,9,4,4,No,1,35,3,Bachelor,Married,Non-Travel,No
49,Sales,Manager,7736,17,13,10,3,3,Yes,2,30,4,Below College,Married,Travel_Rarely,No
33,Research & Development,Laboratory Technician,4114,7,1,10,4,4,No,2,12,3,Bachelor,Married,Non-Travel,No
37,Sales,Sales Representative,3520,11,3,3,4,4,No,1,19,4,Bachelor,Single,Travel_Rarely,No
45,Human Resources,Manager,6924,11,10,15,3,3,No,2,24,4,Bachelor,Single,Travel_Frequently,No
32,Research & Development,Research Scientist,5495,5,2,12,3,3,No,3,10,3,Master,Single,Travel_Rarely,No
51,Human Resources,Human Resources,4834,16,2,5,4,4,No,1,33,4,Below College,Married,Non-Travel,No
53,Sales,Sales Executive,4637,19,8,13,3,3,No,2,35,3,Bachelor,Married,Travel_Rarely,No
34,Sales,Sales Representative,3104,5,0,11,3,4,No,2,14,3,Master,Divorced,Travel_Frequently,No
22,Sales,Sales Representative,2957,3,3,12,3,3,No,1,3,3,Master,Married,Non-Travel,Yes
59,Sales,Manager,7818,20,11,12,4,4,No,1,37,4,Bachelor,Single,Travel_Frequently,No
43,Research & Development,Research Director,8672,13,1,11,3,4,No,3,22,3,Bachelor,Married,Non-Travel,No
50,Sales,Sales Representative,3450,16,7,4,4,3,No,1,28,3,Master,Married,Travel_Frequently,No
57,Research & Development,Research Director,8357,19,3,7,3,3,No,3,38,4,Master,Married,Travel_Frequently,No
57,Research & Development,Research Scientist,6033,22,4,12,4,4,No,1,38,3,Below College,Married,Travel_Rarely,No
30,Research & Development,Manufacturing Director,8423,5,2,14,3,3,No,1,9,4,Bachelor,Single,Travel_Rarely,No
50,Human Resources,Manager,7160,16,9,14,4,3,No,1,31,3,College,Divorced,Travel_Frequently,No
29,Human Resources,Manager,6917,5,0,4,4,3,No,1,9,4,Bachelor,Divorced,Travel_Rarely,No
25,Research & Development,Research Scientist,3968,0,0,16,1,2,Yes,4,4,3,Master,Divorced,Travel_Frequently,Yes
31,Sales,Sales Executive,4554,7,5,15,3,3,No,3,11,3,College,Single,Travel_Rarely,No
28,Human Resources,Human Resources,4048,3,1,5,3,4,No,2,10,4,Master,Single,Travel_Rarely,No
41,Research & Development,Laboratory Technician,3920,11,3,14,4,3,No,2,23,3,College,Married,Non-Travel,No
32,Research & Development,Manufacturing Director,10321,8,3,8,4,4,No,1,13,3,Doctor,Single,Non-Travel,No
36,Human Resources,Manager,6304,9,6,9,3,3,Yes,1,18,3,Below College,Single,Travel_Rarely,No
24,Sales,Manager,8044,2,0,12,4,4,No,1,4,4,Doctor,Single,Travel_Frequently,No
50,Sales,Sales Executive,3451,12,9,16,2,2,Yes,4,29,3,Bachelor,Single,Travel_Frequently,No
60,Sales,Sales Executive,4859,20,13,13,3,3,No,1,40,3,Doctor,Single,Travel_Rarely,No
50,Research & Development,Research Director,6553,14,5,13,2,2,Yes,3,32,3,Bachelor,Single,Travel_Frequently,No
38,Research & Development,Manufacturing Director,11049,11,8,9,4,4,No,2,19,3,Master,Divorced,Travel_Rarely,No
22,Sales,Manager,7951,0,0,7,4,4,No,1,0,3,Master,Single,Travel_Rarely,No
41,Sales,Manager,8306,12,3,2,4,4,No,1,19,4,Master,Married,Travel_Rarely,No
45,Research & Development,Research Director,6299,13,12,13,2,2,Yes,3,27,3,Bachelor,Single,Travel_Frequently,No
38,Sales,Manager,6650,8,3,9,3,2,Yes,4,20,3,Bachelor,Single,Non-Travel,Yes
35,Human Resources,Human Resources,4066,8,1,7,3,3,Yes,3,17,3,Below College,Divorced,Travel_Rarely,No
47,Research & Development,Laboratory Technician,3616,15,4,13,3,2,No,4,25,4,Master,Married,Travel_Rarely,No
34,Sales,Manager,8659,7,1,7,4,3,No,2,14,3,Bachelor,Married,Travel_Frequently,No
53,Human Resources,Human Resources,4813,19,5,13,3,3,No,2,35,3,College,Divorced,Travel_Rarely,No
51,Human Resources,Manager,8408,15,9,11,3,4,No,3,32,3,Bachelor,Married,Travel_Frequently,No
31,Sales,Manager,7183,1,0,7,3,3,No,2,9,4,Master,Single,Travel_Frequently,No
44,Research & Development,Laboratory Technician,2924,11,1,17,2,2,Yes,2,22,3,Master,Single,Travel_Frequently,Yes
48,Research & Development,Research Scientist,4385,12,2,13,3,2,No,2,28,3,Bachelor,Single,Travel_Rarely,No
44,Research & Development,Manufacturing Director,10101,12,6,6,4,3,No,1,23,4,Bachelor,Single,Non-Travel,No
59,Human Resources,Manager,6293,19,3,10,3,3,No,2,40,3,Doctor,Single,Travel_Frequently,No
47,Sales,Sales Representative,3903,13,6,7,4,4,No,1,27,4,Master,Single,Travel_Rarely,No
41,Human Resources,Human Resources,4218,13,9,12,3,3,Yes,3,22,4,College,Married,Travel_Frequently,Yes
56,Human Resources,Human Resources,3419,16,14,19,3,3,No,3,34,3,Master,Single,Non-Travel,No
53,Research & Development,Manufacturing Director,11552,17,12,3,4,3,No,1,33,3,Bachelor,Single,Travel_Rarely,No
47,Sales,Manager,7655,13,3,16,2,3,Yes,2,28,3,Bachelor,Single,Travel_Frequently,No
30,Research & Development,Laboratory Technician,3492,6,4,6,4,3,No,2,12,4,Master,Married,Travel_Rarely,No
30,Research & Development,Research Scientist,5852,3,1,11,4,3,No,2,9,4,Doctor,Married,Travel_Rarely,No
46,Sales,Manager,6267,13,7,20,2,1,Yes,4,25,3,Below College,Single,Travel_Frequently,Yes
28,Research & Development,Research Scientist,6284,4,3,2,4,4,No,2,6,3,Master,Single,Travel_Rarely,No
49,Human Resources,Human Resources,5046,16,7,5,4,4,No,1,30,4,Bachelor,Married,Travel_Frequently,No
35,Sales,Sales Executive,4673,3,0,5,2,2,No,2,14,4,Bachelor,Divorced,Travel_Rarely,No
39,Sales,Sales Executive,3855,8,5,14,2,2,Yes,2,18,3,Bachelor,Single,Travel_Frequently,Yes
43,Human Resources,Human Resources,3501,13,6,15,3,3,No,2,23,3,College,Divorced,Travel_Rarely,No
42,Human Resources,Manager,7995,11,1,5,4,4,No,1,21,4,Master,Single,Travel_Rarely,No
60,Research & Development,Manufacturing Director,9502,19,5,8,4,3,No,1,39,3,College,Single,Travel_Rarely,No
54,Human Resources,Human Resources,4570,18,11,5,4,3,No,1,33,4,College,Single,Travel_Rarely,No
51,Human Resources,Manager,6370,13,8,14,2,2,Yes,2,30,3,Master,Single,Travel_Frequently,No
30,Human Resources,Manager,5639,5,1,17,3,3,Yes,3,12,3,Bachelor,Single,Travel_Frequently,No
41,Research & Development,Research Director,8934,13,6,13,4,3,No,1,22,3,College,Married,Travel_Rarely,No
52,Human Resources,Human Resources,3517,15,2,6,3,2,Yes,2,32,4,Bachelor,Married,Travel_Rarely,No
31,Human Resources,Manager,7268,4,4,7,3,3,No,1,9,3,Master,Married,Travel_Rarely,No
25,Research & Development,Research Director,7704,0,0,8,3,3,Yes,3,7,3,Bachelor,Single,Travel_Rarely,No
60,Sales,Sales Representative,2677,16,12,17,2,1,Yes,4,38,3,Below College,Married,Travel_Frequently,Yes
35,Human Resources,Manager,7137,8,5,10,3,3,No,2,16,3,Master,Single,Non-Travel,No
24,Research & Development,Research Scientist,6483,3,0,1,4,4,No,1,3,4,Master,Married,Travel_Frequently,No
55,Sales,Sales Representative,3149,19,5,12,3,3,No,3,35,3,College,Married,Non-Travel,No
54,Sales,Sales Executive,4405,19,5,12,3,4,No,1,32,4,Master,Married,Travel_Rarely,No
24,Human Resources,Human Resources,4709,3,2,4,4,4,No,3,5,3,Below College,Single,Travel_Rarely,No
43,Research & Development,Research Director,7052,9,4,13,2,2,Yes,5,24,3,Bachelor,Single,Travel_Frequently,No
52,Sales,Manager,8387,19,10,8,4,4,No,2,33,3,College,Divorced,Travel_Rarely,No
52,Sales,Sales Executive,4726,15,7,3,2,3,No,2,33,3,Master,Married,Travel_Rarely,No
29,Sales,Sales Executive,4138,6,0,9,3,3,No,2,10,4,Bachelor,Single,Travel_Frequently,No
32,Research & Development,Research Scientist,5684,8,3,2,3,4,No,1,13,3,Bachelor,Married,Travel_Rarely,No
60,Research & Development,Research Director,8916,20,13,14,4,4,No,2,39,3,Master,Married,Travel_Rarely,No
42,Research & Development,Research Director,9165,14,12,18,4,3,No,2,23,3,Doctor,Married,Travel_Frequently,No
51,Human Resources,Manager,8526,16,13,8,4,4,No,1,32,4,College,Married,Travel_Rarely,No
44,Sales,Sales Representative,3440,17,6,10,4,4,No,2,26,3,Master,Divorced,Non-Travel,No
44,Sales,Manager,7443,14,1,13,2,3,Yes,2,26,3,Below College,Married,Non-Travel,Yes
56,Research & Development,Manufacturing Director,9024,18,3,14,2,3,No,3,35,4,Bachelor,Married,Travel_Rarely,No
59,Research & Development,Manufacturing Director,7565,18,13,12,2,2,Yes,4,38,3,Master,Married,Travel_Frequently,Yes
57,Human Resources,Manager,6230,18,13,15,2,2,Yes,2,39,3,Bachelor,Single,Travel_Frequently,No
39,Sales,Sales Executive,5095,9,5,4,4,4,No,1,20,4,Bachelor,Married,Travel_Rarely,No
40,Sales,Sales Executive,4561,10,4,12,3,3,Yes,3,19,4,Bachelor,Single,Travel_Rarely,Yes
30,Human Resources,Manager,7735,9,9,4,4,4,No,1,12,4,Doctor,Married,Travel_Rarely,No
40,Research & Development,Research Scientist,5218,13,4,22,2,2,Yes,3,22,3,Bachelor,Single,Travel_Frequently,Yes
22,Human Resources,Manager,7745,0,0,13,4,4,No,2,0,4,Master,Divorced,Travel_Frequently,No
41,Sales,Sales Executive,3955,12,12,8,3,3,Yes,3,21,3,Bachelor,Married,Travel_Rarely,No
56,Human Resources,Human Resources,4789,16,10,17,3,2,Yes,3,36,4,Bachelor,Single,Travel_Rarely,No
32,Research & Development,Research Scientist,4060,5,1,11,2,2,Yes,4,12,3,Bachelor,Single,Travel_Frequently,No
44,Research & Development,Research Director,8888,13,3,11,4,4,No,3,22,4,Bachelor,Single,Travel_Rarely,No
22,Sales,Sales Representative,3069,4,0,11,3,2,No,2,4,3,Bachelor,Divorced,Travel_Frequently,Yes
50,Research & Development,Research Scientist,3713,15,12,16,2,1,Yes,4,32,3,Bachelor,Single,Travel_Frequently,Yes
36,Human Resources,Human Resources,4308,8,7,6,4,4,No,1,16,3,Bachelor,Married,Non-Travel,No
32,Human Resources,Manager,5501,5,2,16,1,2,Yes,3,13,3,Doctor,Married,Travel_Frequently,Yes
58,Research & Development,Research Director,9807,19,6,10,3,3,No,1,39,3,Bachelor,Married,Travel_Rarely,No
23,Sales,Sales Representative,2989,1,1,3,3,4,No,2,1,4,College,Single,Travel_Rarely,No
56,Human Resources,Human Resources,4401,19,11,8,4,4,No,1,35,4,Master,Married,Travel_Rarely,No
49,Sales,Manager,6711,16,4,7,3,3,Yes,2,28,3,Below College,Single,Travel_Rarely,No
58,Human Resources,Manager,8262,16,9,6,4,4,No,1,40,3,Bachelor,Married,Travel_Rarely,No
38,Sales,Manager,7817,9,3,10,3,2,No,1,19,4,Master,Single,Travel_Rarely,No
55,Research & Development,Laboratory Technician,3969,16,7,11,3,4,No,2,35,3,Doctor,Married,Travel_Rarely,No
52,Research & Development,Research Director,7152,16,4,14,2,2,Yes,3,33,3,College,Single,Travel_Frequently,Yes
32,Research & Development,Research Scientist,6378,1,0,9,4,4,No,1,10,4,Bachelor,Single,Non-Travel,No
42,Research & Development,Manufacturing Director,8110,11,6,9,1,3,Yes,2,20,3,Master,Married,Travel_Frequently,Yes
56,Human Resources,Manager,8927,17,8,6,4,4,No,3,34,3,Bachelor,Married,Travel_Rarely,No
48,Human Resources,Manager,7393,13,7,15,3,2,Yes,3,28,3,Bachelor,Married,Travel_Rarely,No
32,Human Resources,Manager,8135,7,0,9,3,4,No,1,12,3,Master,Married,Non-Travel,No
56,Research & Development,Research Director,10950,18,14,1,4,4,No,1,38,3,Bachelor,Married,Travel_Rarely,No
24,Human Resources,Manager,8253,0,0,9,4,4,No,2,3,4,Master,Married,Non-Travel,No
41,Sales,Sales Executive,4899,12,1,11,3,2,No,3,19,3,Bachelor,Married,Travel_Rarely,No
47,Human Resources,Human Resources,5252,16,7,1,4,4,No,2,25,3,College,Married,Travel_Rarely,No
30,Sales,Sales Executive,5011,8,8,4,3,4,No,1,11,3,College,Divorced,Travel_Frequently,Yes
47,Research & Development,Research Scientist,5622,14,5,9,3,4,No,2,26,3,Doctor,Married,Travel_Rarely,No
27,Sales,Manager,8490,4,4,6,4,4,No,1,6,4,Master,Single,Travel_Rarely,No
57,Research & Development,Research Director,7647,23,5,4,4,4,No,2,39,3,Bachelor,Married,Travel_Frequently,No
32,Sales,Sales Executive,4326,3,2,13,2,3,Yes,2,11,3,Bachelor,Single,Travel_Frequently,Yes
23,Human Resources,Human Resources,4247,3,1,10,3,3,No,2,5,3,Bachelor,Married,Non-Travel,No
